timestamp,vehicle,ward,phase,location_name,latitude,longitude
2025-08-25 12:16:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493399,77.022557
2025-08-25 12:17:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493393,77.022550
2025-08-25 12:18:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493381,77.022557
2025-08-25 12:19:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:20:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:21:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:22:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:23:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:24:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:25:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:26:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:27:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:28:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:29:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:30:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:31:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:32:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:33:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:34:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:35:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:36:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:37:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:38:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:39:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:40:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:41:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:42:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:43:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:44:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:45:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:46:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:47:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:48:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:49:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:50:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493371,77.022552
2025-08-25 12:51:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493365,77.022556
2025-08-25 12:52:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493360,77.022550
2025-08-25 12:53:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493349,77.022558
2025-08-25 12:54:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493341,77.022550
2025-08-25 12:55:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493332,77.022557
2025-08-25 12:56:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493320,77.022552
2025-08-25 12:57:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493320,77.022550
2025-08-25 12:58:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493317,77.022537
2025-08-25 12:59:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493318,77.022524
2025-08-25 13:00:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493316,77.022523
2025-08-25 13:01:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493320,77.022507
2025-08-25 13:02:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493321,77.022505
2025-08-25 13:03:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493324,77.022488
2025-08-25 13:04:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493323,77.022489
2025-08-25 13:05:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493320,77.022500
2025-08-25 13:06:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493323,77.022509
2025-08-25 13:07:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493318,77.022521
2025-08-25 13:08:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493315,77.022528
2025-08-25 13:09:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493312,77.022535
2025-08-25 13:10:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493311,77.022551
2025-08-25 13:11:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493305,77.022545
2025-08-25 13:12:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493312,77.022558
2025-08-25 13:13:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493316,77.022549
2025-08-25 13:14:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493326,77.022557
2025-08-25 13:15:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493333,77.022551
2025-08-25 13:16:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493344,77.022556
2025-08-25 13:17:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493347,77.022550
2025-08-25 13:18:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493361,77.022556
2025-08-25 13:19:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493365,77.022550
2025-08-25 13:20:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493379,77.022556
2025-08-25 13:21:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493382,77.022551
2025-08-25 13:22:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493390,77.022558
2025-08-25 13:23:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493397,77.022549
2025-08-25 13:24:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493409,77.022558
2025-08-25 13:25:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493420,77.022552
2025-08-25 13:26:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493428,77.022556
2025-08-25 13:27:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493435,77.022551
2025-08-25 13:28:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493441,77.022558
2025-08-25 13:29:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493451,77.022550
2025-08-25 13:30:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493461,77.022557
2025-08-25 13:31:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493469,77.022551
2025-08-25 13:32:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493478,77.022557
2025-08-25 13:33:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493485,77.022551
2025-08-25 13:34:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493491,77.022558
